x,y,Fire_NUM,Year,RSPNCE_TYP,Ignition_Date,Fire_Out_Date,Status,Fire_Cause,Fire_Center,Zone,Fire_ID,Location,Latitude,Longitude,Size,Link
1050311.35,611041.5856,V81867,2023,,07/18/2023,07/18/2023,Out,Lightning,2,8,1867,NW of Anna Lake,50.5123,-125.2903,0,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81867
1116074.79,1031214.347,G42060,2023,Full,07/21/2023,07/22/2023,Out,Lightning,4,4,2060,Dog Creek,54.27,-124.2133,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G42060
1111087.527,1106329.641,G51476,2023,Full,07/09/2023,07/11/2023,Out,Lightning,4,5,1476,3 Miles SW of Kalder Lake,54.9439,-124.2616,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51476
1005950.527,833241.1633,VA1735,2023,,07/15/2023,,Fire of Note,Lightning,2,10,1735,Young Creek,52.5088,-125.9122,3360,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1735
1462271.877,513683.1167,K51685,2023,Full,07/14/2023,07/16/2023,Out,Lightning,5,5,1685,Skaha Creek,49.4519,-119.6202,1.13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51685
1276857.171,798968.1644,C20130,2023,Full,04/29/2023,04/30/2023,Out,Person,7,2,130,E of Nelson Road,52.1304,-121.9469,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20130
1790345.804,520603.7911,N11700,2023,,07/14/2023,07/15/2023,Out,Person,6,1,1700,1.6km W Maguire Creek,49.1548,-115.1341,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11700
1260379.226,789475.581,C21565,2023,Full,07/11/2023,07/12/2023,Out,Lightning,7,2,1565,5.4km N of Westwick Lakes,52.0536,-122.1951,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21565
1178689.876,1216643.715,G60603,2023,Monitor,06/04/2023,,Out of Control,Lightning,4,6,603,Clearwater Creek,55.912,-123.1348,215,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60603
968120.1398,1055750.414,R21878,2023,Full,07/18/2023,07/19/2023,Out,Lightning,3,2,1878,1.4km W of McInnes Creek,54.502,-126.4935,0.014,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21878
1148257.475,937087.2703,C12204,2023,,07/23/2023,,Out of Control,Lightning,7,1,2204,Kevin Lake,53.4188,-123.764,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C12204
1495824.92,640874.3846,K40785,2023,Full,06/11/2023,06/14/2023,Out,Lightning,5,4,785,Ashton Creek,50.5618,-118.9866,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40785
942174.4356,921705.7336,R11289,2023,,07/08/2023,,Being Held,Unknown,3,1,1289,Eustua Lake,53.2987,-126.8695,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11289
1051654.93,948110.2809,G41380,2023,Modified,07/09/2023,,Fire of Note,Lightning,4,4,1380,Lucas Lake,53.536,-125.2189,1163.96,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41380
1251067.256,972983.2173,G11185,2023,Full,07/07/2023,07/08/2023,Out,Lightning,4,1,1185,Grizzly Creek,53.7008,-122.1866,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11185
1313305.11,846283.4147,C31905,2023,Full,07/19/2023,07/23/2023,Out,Lightning,7,3,1905,3.7km W Freshetta Lake,52.5339,-121.3695,2.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31905
1633770.1,700505.6699,N22114,2023,,07/22/2023,,Out of Control,Lightning,6,2,2114,Vowell Creek,50.9537,-116.9468,4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22114
984819.3039,1101491.647,R22058,2023,Full,07/21/2023,07/22/2023,Out,Lightning,3,2,2058,Bear Island,54.9125,-126.2374,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R22058
1153714.002,1572201.243,G92143,2023,,07/22/2023,,Out of Control,Lightning,4,9,2143,Stanolind Creek,59.1076,-123.3191,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92143
1231898.761,899325.9177,C10148,2023,Full,04/30/2023,04/30/2023,Out,Person,7,1,148,S of Scott Road,53.0504,-122.532,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10148
1223209.823,640962.119,K71613,2023,,07/12/2023,07/18/2023,Out,Unknown,5,7,1613,Carl Creek,50.7385,-122.8344,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71613
826811.147,1128960.56,R51336,2023,,07/08/2023,,Being Held,Lightning,3,5,1336,1km E of Cedar River,55.129,-128.723,200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51336
992573.4918,1197643.956,G51902,2023,Full,07/19/2023,,Under Control,Lightning,4,5,1902,Sitlika Pass,55.7741,-126.1186,5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51902
1005566.627,972137.2934,R11177,2023,Full,07/06/2023,07/20/2023,Out,Lightning,3,1,1177,Skin Dome,53.7538,-125.9154,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11177
920402.1459,1193461.218,R41659,2023,,07/13/2023,,Out of Control,Unknown,3,4,1659,Shelagyote River,55.7303,-127.2702,120,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41659
1180230.44,1088163.738,G11864,2023,Full,07/18/2023,07/19/2023,Out,Lightning,4,1,1864,Ant Hill,54.7613,-123.1918,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11864
1410443.447,670502.4162,K21984,2023,,07/20/2023,07/22/2023,Out,Lightning,5,2,1984,Lyons Lake,50.8964,-120.1538,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21984
1336079.198,493938.85,V12206,2023,,07/23/2023,07/23/2023,Out,Unknown,2,1,2206,S Coquihalla River,49.3629,-121.3737,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V12206
1611339.914,593016.5544,N51043,2023,Full,07/01/2023,07/17/2023,Out,Lightning,6,5,1043,Wee Sandy Creek,50.0204,-117.4486,0.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N51043
1443132.868,544604.225,K52057,2023,,07/21/2023,,Under Control,Lightning,5,5,2057,Eneas Creek,49.7442,-119.846,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52057
1118328.871,940041.4387,G41560,2023,Modified,07/11/2023,,Out of Control,Lightning,4,4,1560,Turff Lake,53.4528,-124.214,641.56,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41560
1203719.408,553870.3805,V31374,2023,,07/09/2023,07/11/2023,Out,Person,2,3,1374,Lake Lucille,49.964,-123.16,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31374
1397072.411,619388.4003,K22024,2023,,07/21/2023,,Fire of Note,Lightning,5,2,2024,Ross Moore Lake,50.4484,-120.4009,1800,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22024
1316399.753,598452.9616,K70278,2023,,05/12/2023,05/18/2023,Out,Person,5,7,278,Botanie Creek,50.3122,-121.5536,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70278
1511628.423,684799.9479,K41847,2023,,07/17/2023,07/20/2023,Out,Lightning,5,4,1847,Yard Creek,50.94,-118.7008,0.038,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41847
1321649.52,476834.3182,V11064,2023,,07/02/2023,07/12/2023,Out,Person,2,1,1064,SE Jones Lake,49.2176,-121.5864,0.32,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11064
896283.038,1253313.595,G51652,2023,Monitor,07/13/2023,,Out of Control,Lightning,4,5,1652,Shastomat Forest,56.262,-127.6776,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51652
1328228.431,566288.3557,V11219,2023,,07/07/2023,07/16/2023,Out,Lightning,2,1,1219,N Ainsley FSR,50.0169,-121.417,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11219
1152144.074,1049221.213,G51279,2023,Full,07/08/2023,,Fire of Note,Lightning,4,5,1279,Great Beaver Lake,54.4219,-123.6492,1931.98,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51279
878219.1085,1226921.152,R41400,2023,,07/09/2023,,Being Held,Lightning,3,4,1400,1Mile N of Collville,56.0214,-127.9578,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41400
1173901.543,1066976.2,G11978,2023,Full,07/20/2023,,Under Control,Lightning,4,1,1978,South of Kaminski Creek,54.5739,-123.3029,6.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11978
1219651.43,1594892.392,G91467,2023,Monitor,07/09/2023,,Out of Control,Lightning,4,9,1467,Shush Creek,59.2839,-122.1495,100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91467
928698.6909,575052.2758,V80953,2023,,06/27/2023,06/28/2023,Out,Person,2,8,953,Tahsish River,50.1867,-126.9986,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80953
1249946.405,972051.2176,G11531,2023,Full,07/10/2023,07/11/2023,Out,Lightning,4,1,1531,Confluence of Willow River and George Creek,53.693,-122.2043,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11531
897840.4036,900061.8885,R51712,2023,,07/14/2023,,Out of Control,Unknown,3,5,1712,Kitlope River 4,53.098,-127.529,770,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51712
1279610.447,1030919.022,G11964,2023,Full,07/20/2023,07/22/2023,Out,Lightning,4,1,1964,McGregor River,54.2044,-121.7007,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11964
1263630.534,897716.4179,C10096,2023,Modified,04/26/2023,04/27/2023,Out,Person,7,1,96,N of Lighting Creek,53.0211,-122.0597,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10096
1198148.674,487060.3176,V10926,2023,,06/26/2023,07/03/2023,Out,Person,2,1,926,SW of Whyte Lake,49.3655,-123.2735,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10926
1273522.96,1648268.795,G91086,2023,Monitor,07/02/2023,,Out of Control,Lightning,4,9,1086,8NM N Yeka Lake,59.7332,-121.1437,2539,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91086
1273066.571,995018.6298,G11954,2023,Full,07/20/2023,07/21/2023,Out,Lightning,4,1,1954,Saw Creek,53.8868,-121.8335,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11954
1441265.43,476390.8147,K51680,2023,Monitor,07/13/2023,,Out of Control,Lightning,5,5,1680,Gillanders Creek,49.1341,-119.9525,80,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51680
901032.3589,1389131.209,R90877,2023,Modified,06/24/2023,,Out of Control,Lightning,3,9,877,SE corner of Spatsizi Plateau Wilderness Park,57.4801,-127.652,15000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R90877
1134449.453,414398.1658,V61123,2023,,07/04/2023,07/04/2023,Out,Person,2,6,1123,Lens Creek,48.7301,-124.1753,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V61123
1286381.437,833695.882,C31654,2023,,07/13/2023,07/13/2023,Out,Lightning,7,3,1654,1.3km N of George Lake,52.4363,-121.7775,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31654
1273351.447,997537.909,G12021,2023,Full,07/21/2023,,Out of Control,Lightning,4,1,2021,Nitza Creek,53.9092,-121.8269,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12021
1271459.845,1298665.321,G80850,2023,Full,06/23/2023,07/01/2023,Out,Lightning,4,8,850,3.2 km up 88rd,56.6032,-121.5683,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80850
918989.2877,1177476.333,R41732,2023,Monitor,07/15/2023,,Being Held,Lightning,3,4,1732,Thomlinson Creek,55.5869,-127.2881,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41732
1338764.993,774621.8633,C41832,2023,,07/17/2023,07/18/2023,Out,Lightning,7,4,1832,3.2km N of Ruth Lake,51.8772,-121.068,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41832
1083539.07,1040733.947,G51823,2023,Full,07/17/2023,,Being Held,Lightning,4,5,1823,McNabb Lake,54.3616,-124.7113,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51823
927053.8784,892026.9603,VA1663,2023,Monitor,07/13/2023,,Out of Control,Lightning,2,10,1663,Salient Creek,53.0308,-127.09,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1663
1263786.671,1142073.633,G70928,2023,Full,06/26/2023,06/27/2023,Out,Lightning,4,7,928,S of Rocky Creek,55.2069,-121.8432,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70928
1221925.633,616933.6563,V31625,2023,,07/12/2023,07/15/2023,Out,Lightning,2,3,1625,1.3 KM S of Tranquil Creek,50.5234,-122.8677,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31625
1252719.781,1528576.492,G91313,2023,Monitor,07/08/2023,,Out of Control,Lightning,4,9,1313,Nogah Creek,58.672,-121.6427,25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91313
1223231.431,1554673.632,G91681,2023,Full,07/14/2023,07/15/2023,Out,Lightning,4,9,1681,9km E Snake River,58.9213,-122.1255,0.039,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91681
1243845.667,966488.7702,G12186,2023,,07/23/2023,,Out of Control,Lightning,4,1,2186,Mount Geroge,53.6461,-122.3012,123,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12186
832931.6226,1000764.69,R51263,2023,Full,07/07/2023,,Out,Lightning,3,5,1263,Wathi Creek,53.9833,-128.5542,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51263
893204.4717,901949.784,R51711,2023,,07/14/2023,,Being Held,Unknown,3,5,1711,Kitlope River 3,53.114,-127.599,512,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51711
1056157.789,818737.3882,C50098,2023,,04/26/2023,04/27/2023,Out,Person,7,5,98,SW of Dean River,52.3758,-125.1736,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50098
896861.2747,1062103.942,R31406,2023,Monitor,07/09/2023,,Being Held,Lightning,3,3,1406,5 miles SE of Telkwa Pass,54.5495,-127.5984,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31406
914357.7603,1101117.015,R31390,2023,,07/09/2023,07/16/2023,Out,Lightning,3,3,1390,Owens Creek,54.9022,-127.3388,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31390
983285.2848,1028408.851,R11525,2023,,07/10/2023,,Under Control,Lightning,3,1,1525,2km W of Foxy Creek,54.2578,-126.2572,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11525
994990.4819,993534.4424,R10501,2023,,05/25/2023,06/05/2023,Out,Lightning,3,1,501,1km N of Okanianski Lake,53.9455,-126.0765,13.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10501
1053745.508,1234486.586,G61469,2023,Full,07/09/2023,,Being Held,Lightning,4,6,1469,Wasi Lake,56.1013,-125.1343,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61469
1147775.539,1140471.84,G60853,2023,Full,06/23/2023,,Out of Control,Lightning,4,6,853,Nation River,55.2402,-123.6703,21866.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60853
1219875.533,1151950.801,G61997,2023,Monitor,07/21/2023,,Being Held,Lightning,4,6,1997,Murray Range,55.3165,-122.5263,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61997
992441.5618,993240.3569,R10265,2023,Full,05/10/2023,05/11/2023,Out,Lightning,3,1,265,Francois Lake,53.9429,-126.1154,0.19,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10265
1239626.485,1507337.242,G90845,2023,Full,06/23/2023,,Being Held,Lightning,4,9,845,Elleh Creek,58.4886,-121.8892,112,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90845
958286.5583,948070.6162,R11725,2023,,07/15/2023,,Out of Control,Unknown,3,1,1725,12 N of St. Thomas Lake,53.5365,-126.6308,330,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11725
1197348.865,771629.6396,C50101,2023,Modified,04/27/2023,04/30/2023,Out,Person,7,5,101,S of Dene Road,51.9203,-123.1256,20,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50101
1355605.949,839341.7949,C31349,2023,,07/08/2023,,Out of Control,Lightning,7,3,1349,2km E of Horsefly Lake,52.4453,-120.754,185,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31349
1111620.274,1024619.224,G41149,2023,Full,07/05/2023,,Out of Control,Lightning,4,4,1149,Tsah Creek,54.212,-124.2843,501.06,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41149
1049612.197,953645.6432,G41503,2023,Monitor,07/10/2023,,Out of Control,Lightning,4,4,1503,North of Lucas Lake,53.5858,-125.2489,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41503
1212821.704,653016.1979,K71649,2023,Full,07/13/2023,,Out of Control,Lightning,5,7,1649,Downton Lake,50.8508,-122.9743,110,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71649
1064961.679,859469.2254,C11405,2023,,07/09/2023,,Out of Control,Lightning,7,1,1405,2.4km NW Corkscrew Creek,52.74,-125.0359,476,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11405
953895.0634,1182750.886,R31391,2023,,07/09/2023,,Out of Control,Unknown,3,3,1391,5km SE of Mount Horetzky,55.6386,-126.734,3030,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31391
933006.1886,1085398.77,R31362,2023,,07/08/2023,07/09/2023,Out,Unknown,3,3,1362,Jillymore Rd,54.7642,-127.0437,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31362
979129.1958,1155012.685,R21576,2023,,07/11/2023,07/16/2023,Out,Unknown,3,2,1576,Friday Lake,55.3918,-126.3302,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21576
1088076.784,469805.9174,V71784,2023,,07/16/2023,07/21/2023,Out,Unknown,2,7,1784,Dry Creek,49.2378,-124.7916,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V71784
1083253.522,561054.6435,V50994,2023,,06/29/2023,06/29/2023,Out,Person,2,5,994,2km W of Hinder Lake,50.0592,-124.8372,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50994
1248520.816,869270.9427,C11458,2023,,07/09/2023,07/22/2023,Out,Lightning,7,1,1458,2.1km SE of Hill Lake Road,52.7738,-122.3073,20,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11458
1133464.068,865441.3549,C11326,2023,,07/08/2023,,Being Held,Lightning,7,1,1326,S of Narcosli Lake,52.7808,-124.0172,3.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11326
1130175.8,788293.6168,C51528,2023,Full,07/10/2023,07/11/2023,Out,Lightning,7,5,1528,Chilanko FSR,52.09,-124.0968,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51528
1009702.901,945960.6711,R11282,2023,,07/08/2023,,Out of Control,Unknown,3,1,1282,6km N of Chelaslie River,53.5192,-125.8533,3335,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11282
1256133.485,1512260.173,G91144,2023,Monitor,07/05/2023,,Out of Control,Lightning,4,9,1144,9 Miles East of 845,58.5238,-121.6015,1372,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91144
832554.6534,982673.7373,R51248,2023,,07/07/2023,07/11/2023,Out,Lightning,3,5,1248,,53.8212,-128.55,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51248
1179023.494,1136990.138,G62120,2023,Full,07/21/2023,,Out of Control,Lightning,4,6,2120,3.6km South of Scovil Creek,55.1988,-123.1803,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G62120
1482538.859,611688.5705,K40365,2023,,05/18/2023,05/23/2023,Out,Person,5,4,365,Grey Canal Trails,50.3124,-119.2128,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40365
1638280.686,668169.7967,N71690,2023,Modified,07/14/2023,,Being Held,Lightning,6,7,1690,East Creek,50.6605,-116.9419,13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71690
1293630.53,1274512.112,G80053,2023,Full,04/16/2023,04/19/2023,Out,Person,4,8,53,Red Creek Road,56.3743,-121.2339,12,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80053
1070291.521,680906.0697,V51695,2023,Monitor,07/14/2023,,Out of Control,Lightning,2,5,1695,Homathko Valley,51.1376,-124.9945,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V51695
1479099.765,686990.8109,K41870,2023,,07/18/2023,07/19/2023,Out,Lightning,5,4,1870,Evelyn Creek,50.9887,-119.1589,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41870
1517279.432,811405.6695,N41550,2023,Full,07/11/2023,07/12/2023,Out,Lightning,6,4,1550,Sprague Bay,52.0647,-118.4283,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41550
1464967.804,700648.0469,K41410,2023,,07/09/2023,07/17/2023,Out,Lightning,5,4,1410,Snuffbox Creek,51.1228,-119.3412,7.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41410
1201378.087,816227.5634,C52111,2023,,07/22/2023,,Being Held,Lightning,7,5,2111,1.9km  N of Stum Lake,52.3185,-123.0398,6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C52111
1307907.139,1134563.568,G71572,2023,Full,07/11/2023,07/13/2023,Out,Person,4,7,1572,Wolverine River,55.1147,-121.158,0.95,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71572
1342431.867,1516211.765,G92027,2023,,07/21/2023,,Out of Control,Lightning,4,9,2027,Hay River,58.503,-120.1198,483,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92027
1437045.263,528750.7757,K52050,2023,,07/21/2023,,Out of Control,Lightning,5,5,2050,Bull Creek,49.6068,-119.9489,7.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52050
1453497.917,886632.6725,G32038,2023,Full,07/21/2023,07/21/2023,Out,Lightning,4,3,2038,Little Cranberry Lake,52.7936,-119.2513,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32038
1085294.543,838271.6544,C51562,2023,,07/11/2023,,Out of Control,Lightning,7,5,1562,N of Satah Mountain,52.5471,-124.7398,6803.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51562
882306.9533,1129171.746,R41683,2023,,07/14/2023,,Under Control,Lightning,3,4,1683,S Burdock Creek,55.147,-127.851,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41683
1325470.553,1514734.292,G90628,2023,Monitor,06/05/2023,,Out of Control,Lightning,4,9,628,Hay River,58.5021,-120.4118,23846,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90628
1055387.916,1185407.487,G61699,2023,Full,07/14/2023,,Under Control,Person,4,6,1699,Twenty Mile Creek,55.6615,-125.1177,7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61699
1149208.142,964064.7905,G41425,2023,Monitor,07/09/2023,07/23/2023,Out,Lightning,4,4,1425,2.5 Kms East of Moraine Lake,53.6601,-123.7366,7.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41425
1002650.335,1009959.426,R10625,2023,Full,06/04/2023,06/22/2023,Out,Person,3,1,625,Nourse Creek Gravel Pit,54.0927,-125.9594,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10625
1145338.193,1015370.396,G41828,2023,Full,07/17/2023,07/18/2023,Out,Lightning,4,4,1828,Bumstead Lake,54.1207,-123.7708,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41828
1322168.24,1009813.753,G11413,2023,Monitor,07/09/2023,,Out of Control,Lightning,4,1,1413,South of McGregor River,53.9909,-121.0708,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11413
991083.5291,1089793.442,R20685,2023,Full,06/08/2023,06/12/2023,Out,Person,3,2,685,100m SE of Marina Way,54.8079,-126.1391,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R20685
